Wall time,Step,Value
1732866443.242439,0,0.16926272213459015
1732866508.653948,1,0.16562823951244354
1732866573.665881,2,0.16926272213459015
1732866639.474047,3,0.06749740242958069
1732866704.085858,4,0.14278297126293182
1732866769.297859,5,0.11682242900133133
1732866834.166995,6,0.15887850522994995
1732866900.404562,7,0.17082035541534424
1732866967.008127,8,0.11422637850046158
1732867032.520086,9,0.1838006228208542
1732867092.912083,10,0.11734163761138916
1732867154.155984,11,0.1910695731639862
1732867216.95863,12,0.11266874521970749
1732867282.669458,13,0.11474558711051941
1732867347.102201,14,0.11214952915906906
1732867406.683571,15,0.18847352266311646
1732867468.990675,16,0.23987539112567902
1732867532.911421,17,0.1526479721069336
1732867597.038554,18,0.3525441288948059
1732867661.351318,19,0.07268951088190079
1732867725.865931,20,0.385773628950119
1732867790.354707,21,0.2757009267807007
1732867854.036306,22,0.3946002125740051
1732867924.592513,23,0.3302180767059326
1732867990.627493,24,0.4828660488128662
1732868054.268741,25,0.37435099482536316
1732868117.788484,26,0.35462096333503723
1732868181.276294,27,0.17237798869609833
1732868244.771472,28,0.2642782926559448
1732868308.324899,29,0.2518172264099121
1732868371.482043,30,0.3421599268913269
1732868435.077208,31,0.3696780800819397
1732868499.08296,32,0.33800622820854187
1732868562.838802,33,0.4179646968841553
1732868626.608422,34,0.6536864042282104
1732868690.726465,35,0.6973000764846802
1732868754.021526,36,0.5846313834190369
1732868817.698896,37,0.46780893206596375
1732868881.395531,38,0.25804775953292847
1732868945.324183,39,0.5041536688804626
1732869008.754606,40,0.4023883640766144
1732869072.593709,41,0.6318795680999756
1732869136.213155,42,0.5275181531906128
1732869199.844772,43,0.7362409234046936
1732869263.561511,44,0.381619930267334
1732869326.690171,45,0.6360332369804382
1732869390.242961,46,0.336967796087265
1732869454.042796,47,0.7274143099784851
1732869517.781589,48,0.6142264008522034
1732869582.158022,49,0.4787123501300812
1732869646.141245,50,0.6952232718467712
1732869709.400077,51,0.6386292576789856
1732869772.996867,52,0.8187954425811768
1732869836.938402,53,0.29802700877189636
1732869900.654048,54,0.7377985715866089
1732869964.017947,55,0.7310488224029541
1732870027.698282,56,0.6458982229232788
1732870092.091404,57,0.5015576481819153
1732870156.015328,58,0.781931459903717
1732870219.626542,59,0.6677050590515137
1732870283.354568,60,0.5893042683601379
1732870347.32597,61,0.5160955190658569
1732870411.410267,62,0.8302180767059326
1732870475.172632,63,0.7419522404670715
1732870538.997484,64,0.7881619930267334
1732870603.36426,65,0.8052959442138672
1732870667.251801,66,0.6827622056007385
1732870730.402115,67,0.4984423816204071
1732870794.295631,68,0.84112149477005
1732870858.315434,69,0.8385254144668579
1732870922.031292,70,0.6323987245559692
1732870984.863271,71,0.6012461185455322
1732871044.086239,72,0.8333333134651184
1732871103.230914,73,0.7975077629089355
1732871162.6221,74,0.7362409234046936
1732871222.145472,75,0.6303219199180603
1732871281.781216,76,0.7346832752227783
1732871341.584739,77,0.7507787942886353
1732871401.482835,78,0.6780893206596375
1732871460.715959,79,0.857217013835907
1732871520.140138,80,0.816718578338623
1732871578.894446,81,0.8250259757041931
1732871638.272517,82,0.84112149477005
1732871697.359759,83,0.6921079754829407
1732871756.815389,84,0.6973000764846802
1732871815.973312,85,0.860851526260376
1732871874.777357,86,0.7372793555259705
1732871934.124122,87,0.7133956551551819
1732871993.552798,88,0.8421599268913269
1732872052.52378,89,0.7788162231445312
1732872111.671291,90,0.7902388572692871
1732872170.895001,91,0.8764278292655945
1732872230.228801,92,0.8380062580108643
1732872290.202151,93,0.8084112405776978
1732872349.404014,94,0.8395638465881348
1732872408.832076,95,0.8177570104598999
1732872468.305418,96,0.8520249128341675
1732872527.463819,97,0.84112149477005
