Wall time,Step,Value
1732866443.241927,0,2.0378942489624023
1732866508.65339,1,2.2266476154327393
1732866573.665251,2,2.386000871658325
1732866639.473241,3,7.923061370849609
1732866704.085344,4,6.600692272186279
1732866769.29724,5,16.785184860229492
1732866834.166472,6,22.392059326171875
1732866900.40413,7,23.707963943481445
1732866967.007555,8,20.89794921875
1732867032.519701,9,25.59296417236328
1732867092.911696,10,23.296247482299805
1732867154.155542,11,26.83770751953125
1732867216.958097,12,25.015920639038086
1732867282.668904,13,21.20993995666504
1732867347.101772,14,25.736906051635742
1732867406.683189,15,19.308368682861328
1732867468.990087,16,8.707012176513672
1732867532.910844,17,19.44121551513672
1732867597.038022,18,5.573220729827881
1732867661.350794,19,18.901926040649414
1732867725.865413,20,5.144453048706055
1732867790.354128,21,12.453577041625977
1732867854.035785,22,4.121356010437012
1732867924.591816,23,5.851393699645996
1732867990.626992,24,3.230774402618408
1732868054.268138,25,5.460134506225586
1732868117.787939,26,4.652866840362549
1732868181.275699,27,9.236712455749512
1732868244.770913,28,8.145341873168945
1732868308.324378,29,7.480716705322266
1732868371.4815,30,5.5063605308532715
1732868435.076658,31,5.267302989959717
1732868499.082391,32,4.7196221351623535
1732868562.838185,33,5.156266212463379
1732868626.607791,34,1.586944580078125
1732868690.725983,35,1.1356635093688965
1732868754.020832,36,2.0743942260742188
1732868817.698369,37,3.7573654651641846
1732868881.394925,38,6.048242092132568
1732868945.323626,39,2.64658784866333
1732869008.75409,40,4.588074207305908
1732869072.593126,41,1.802624225616455
1732869136.212612,42,2.3756682872772217
1732869199.844235,43,0.9413700103759766
1732869263.560963,44,3.3373780250549316
1732869326.689645,45,1.3876681327819824
1732869390.242329,46,4.102651596069336
1732869454.042249,47,1.164705514907837
1732869517.780956,48,1.660912275314331
1732869582.157468,49,2.9888925552368164
1732869646.140751,50,1.3029768466949463
1732869709.399481,51,2.0804402828216553
1732869772.996358,52,0.6994756460189819
1732869836.937844,53,5.035655498504639
1732869900.65343,54,1.1384789943695068
1732869964.017388,55,1.0971043109893799
