Wall time,Step,Value
1731377878.953658,0,2.2449843883514404
1731378131.978201,1,2.4032161235809326
1731378408.864764,2,2.3924648761749268
1731378996.550681,3,2.194135904312134
1731379308.907441,4,2.3531525135040283
1731379580.762242,5,2.1091134548187256
1731379841.088925,6,1.3415682315826416
1731380114.632056,7,1.431186318397522
1731380372.782396,8,1.2425059080123901
1731380626.310399,9,1.5575940608978271
1731380872.854589,10,1.5296670198440552
1731381116.85203,11,1.7684088945388794
1731381362.105585,12,1.346651554107666
1731381603.579767,13,1.5075322389602661
1731381907.241262,14,1.736242651939392
1731382269.044186,15,0.8841480612754822
1731382541.148204,16,1.0003050565719604
1731382803.098554,17,1.101920247077942
1731383067.846052,18,1.7946670055389404
1731383317.412726,19,1.150978446006775
1731383569.754906,20,1.1914048194885254
1731383817.409458,21,1.6595923900604248
1731384059.856298,22,1.033816933631897
1731384310.68052,23,1.3716973066329956
1731384561.712939,24,1.3160759210586548
1731384814.69921,25,1.4515492916107178
1731385065.075405,26,0.7608133554458618
1731385315.370058,27,0.8147583603858948
1731385564.026427,28,1.4258040189743042
1731385803.895533,29,0.7590205073356628
1731386053.697674,30,0.8695489168167114
1731386305.361211,31,0.9761675596237183
1731386556.661365,32,0.900397777557373
1731386817.966635,33,0.6092095971107483
1731387074.88277,34,0.6107473969459534
1731387329.140462,35,1.076903223991394
1731387583.836678,36,0.4854511022567749
1731387837.167831,37,0.5820645689964294
1731388090.648425,38,1.3910751342773438
1731388344.812981,39,0.49354955554008484
1731388597.853011,40,0.45351359248161316
1731388855.979626,41,1.595565676689148
1731389108.337909,42,0.5124301910400391
1731389350.434056,43,0.6193785071372986
1731389602.006867,44,0.42928844690322876
1731389851.600098,45,0.6022882461547852
1731390104.684768,46,0.9623690843582153
1731390357.150229,47,0.9237241148948669
1731390608.085253,48,0.7408552765846252
1731390858.551283,49,0.4937957227230072
1731391111.472576,50,0.4758562743663788
1731391364.554155,51,0.8058654069900513
